time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
372;19,137154;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
373;19,136698;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
374;19,136242;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
375;19,135784;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
376;19,135328;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
377;19,134872;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
378;19,134417;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
379;19,13396;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
380;19,133505;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
381;19,133049;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
382;19,132593;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
383;19,132135;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
384;19,13168;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
385;19,131224;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
386;19,130768;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
387;19,130312;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
388;19,129856;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
389;19,1294;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
390;19,128942;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
391;19,128487;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
392;19,12803;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
393;19,127575;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
394;19,12712;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
395;19,126663;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
396;19,126207;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
397;19,125751;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
398;19,125294;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
399;19,124838;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
400;19,124382;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
401;19,123926;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
402;19,12347;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
403;19,123014;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
404;19,122559;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
405;19,1221;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
406;19,121645;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
407;19,12119;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
408;19,120733;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
409;19,120277;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
410;19,119822;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
411;19,119366;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
412;19,11891;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
413;19,118452;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
414;19,117996;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
415;19,11754;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
416;19,117085;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
417;19,116629;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
418;19,116173;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
419;19,115717;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
420;19,11526;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
421;19,114803;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
422;19,114347;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
423;19,113892;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
424;19,113436;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
425;19,11298;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
426;19,112524;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
427;19,112066;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
428;19,11161;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
429;19,111155;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
430;19,110699;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
431;19,110243;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
432;19,109787;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
433;19,109331;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
434;19,108875;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
435;19,108418;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
436;19,107962;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
437;19,107506;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
438;19,10705;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
439;19,106594;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
440;19,106138;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
441;19,105682;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
442;19,105225;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
443;19,104769;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
444;19,104313;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
445;19,103857;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
446;19,103401;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
447;19,102945;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
448;19,10249;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
449;19,102034;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
450;19,101576;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
451;19,10112;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
452;19,100664;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
453;19,100208;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
454;19,099752;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
455;19,099297;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
456;19,09884;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
457;19,098383;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
458;19,097927;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
459;19,097471;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
460;19,097015;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
461;19,09656;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
462;19,096104;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
463;19,095648;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
464;19,095192;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
465;19,094734;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
466;19,094278;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
467;19,093822;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
468;19,093367;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
469;19,09291;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
470;19,092455;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
471;19,092;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
472;19,091541;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
473;19,091085;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
474;19,09063;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
475;19,090174;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
476;19,089718;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
477;19,089262;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
478;19,088806;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
479;19,08835;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
480;19,087893;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
481;19,087437;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
482;19,08698;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
483;19,086525;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
484;19,08607;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
485;19,085613;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
486;19,085157;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
487;19,0847;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
488;19,084244;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
489;19,083788;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
490;19,083332;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
491;19,082876;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
492;19,08242;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
493;19,081964;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
494;19,081509;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
495;19,08105;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
496;19,080595;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
497;19,08014;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
498;19,079683;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
499;19,079227;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
500;19,078772;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
501;19,078316;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
502;19,077858;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
503;19,077402;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
504;19,076946;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
505;19,07649;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
506;19,076035;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
507;19,075579;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
508;19,075123;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
509;19,074667;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
510;19,07421;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
511;19,073753;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
512;19,073298;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
513;19,072842;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
514;19,072386;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
515;19,07193;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
516;19,071474;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
517;19,071016;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
518;19,07056;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
519;19,070105;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
520;19,069649;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
521;19,069193;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
522;19,068737;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
523;19,068281;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
524;19,067825;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
525;19,067368;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
526;19,066912;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
527;19,066456;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
528;19,066;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
529;19,065544;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
530;19,065088;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
531;19,064632;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
532;19,064175;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
533;19,063719;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
534;19,063263;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
535;19,062807;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
536;19,062351;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
537;19,061895;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
538;19,06144;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
539;19,060984;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
540;19,060526;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
541;19,06007;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
542;19,059614;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
543;19,059158;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
544;19,058702;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
545;19,058247;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
546;19,05779;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
547;19,057333;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
548;19,056877;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
549;19,056421;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
550;19,055965;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
551;19,05551;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
552;19,055054;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
553;19,054598;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
554;19,054142;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
555;19,053684;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
556;19,053228;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
557;19,052773;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
558;19,052317;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
559;19,05186;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
560;19,051405;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
561;19,05095;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
562;19,050491;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
563;19,050035;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
564;19,04958;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
565;19,049124;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
566;19,048668;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
567;19,048212;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
568;19,047756;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
569;19,0473;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
570;19,046843;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
571;19,046387;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
572;19,04593;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
573;19,045475;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
574;19,04502;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
575;19,044563;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
576;19,044107;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
577;19,04365;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
578;19,043194;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
579;19,042738;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
580;19,042282;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
581;19,041826;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
582;19,04137;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
583;19,040915;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
584;19,040459;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
585;19,04;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
586;19,039545;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
587;19,03909;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
588;19,038633;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
589;19,038177;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
590;19,037722;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
591;19,037266;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
592;19,036808;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
593;19,036352;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
594;19,035896;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
595;19,03544;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
596;19,034985;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
597;19,034529;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
598;19,034073;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
599;19,033617;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
600;19,03316;ecl;On;On;Receiver;Off;On;Off;4,561111E-4
601;19,032927;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
602;19,032692;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
603;19,03246;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
604;19,032225;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
605;19,03199;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
606;19,031757;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
607;19,031523;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
608;19,031288;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
609;19,031055;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
610;19,03082;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
611;19,030588;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
612;19,030354;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
613;19,030119;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
614;19,029886;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
615;19,029652;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
616;19,029417;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
617;19,029184;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
618;19,02895;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
619;19,028717;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
620;19,028482;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
621;19,028248;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
622;19,028015;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
623;19,02778;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
624;19,027546;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
625;19,027313;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
626;19,027079;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
627;19,026846;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
628;19,026611;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
629;19,026377;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
630;19,026144;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
631;19,02591;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
632;19,025675;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
633;19,025442;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
634;19,025208;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
635;19,024975;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
636;19,02474;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
637;19,024506;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
638;19,024273;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
639;19,024038;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
640;19,023804;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
641;19,023571;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
642;19,023336;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
643;19,023104;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
644;19,02287;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
645;19,022635;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
646;19,022402;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
647;19,022167;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
648;19,021933;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
649;19,0217;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
650;19,021465;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
651;19,021233;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
652;19,020998;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
653;19,020763;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
654;19,02053;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
655;19,020296;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
656;19,020061;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
657;19,019829;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
658;19,019594;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
659;19,019361;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
660;19,019127;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
661;19,018892;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
662;19,01866;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
663;19,018425;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
664;19,01819;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
665;19,017958;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
666;19,017723;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
667;19,01749;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
668;19,017256;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
669;19,017021;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
670;19,016788;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
671;19,016554;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
672;19,01632;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
673;19,016087;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
674;19,015852;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
675;19,01562;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
676;19,015385;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
677;19,01515;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
678;19,014917;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
679;19,014683;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
680;19,014448;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
681;19,014215;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
682;19,01398;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
683;19,013748;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
684;19,013514;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
685;19,013279;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
686;19,013046;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
687;19,012812;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
688;19,012577;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
689;19,012344;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
690;19,01211;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
691;19,011877;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
692;19,011642;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
693;19,011408;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
694;19,011175;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
695;19,01094;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
696;19,010706;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
697;19,010473;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
698;19,010239;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
699;19,010006;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
700;19,009771;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
701;19,009537;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
702;19,009304;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
703;19,00907;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
704;19,008835;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
705;19,008602;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
706;19,008368;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
707;19,008135;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
708;19,0079;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
709;19,007666;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
710;19,007433;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
711;19,007198;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
712;19,006964;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
713;19,006731;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
714;19,006496;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
715;19,006262;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
716;19,00603;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
717;19,005795;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
718;19,005562;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
719;19,005327;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
720;19,005093;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
721;19,00486;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
722;19,004625;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
723;19,00439;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
724;19,004158;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
725;19,003923;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
726;19,00369;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
727;19,003456;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
728;19,003222;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
729;19,002989;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
730;19,002754;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
731;19,00252;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
732;19,002287;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
733;19,002052;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
734;19,00182;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
735;19,001585;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
736;19,00135;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
737;19,001118;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
738;19,000883;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
739;19,000648;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
740;19,000416;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
741;19,000181;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
742;18,999949;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
743;18,999714;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
744;18,99948;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
745;18,999247;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
746;18,999012;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
747;18,998777;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
748;18,998545;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
749;18,99831;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
750;18,998077;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
